Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
22837999,"Die Auftragsmörderin (Die Krosann-Saga - Lehrjahre, #1)",Sam Feuerbach,"Feuerbach, Sam",,"=""1499355130""","=""9781499355130""",5,4.26,CreateSpace Independent Publishing Platform,Paperback,388,2014,2014,,2016/10/26,,,read,,,,1,0
28876,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,"Novik, Naomi",,"=""0345481283""","=""9780345481283""",4,4.06,Random House Inc,Mass Market Paperback,374,2006,2006,,2016/10/16,,,read,,,,1,0
7351521,Der kleine Nick: achtzehn prima Geschichten,René Goscinny,"Goscinny, René",,"=""3257250517""","=""9783257250510""",5,4.59,Diogenes Verlag,Paperback,148,1981,1981,,2016/10/16,,,read,,,,1,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.52,Penguin Group DAW,Hardcover,662,2007,2007,,2016/10/16,,,read,,,,1,0
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,"Clarke, Susanna",,"=""""","=""""",3,3.85,Tor Books,Paperback,1006,2006,2004,,2016/10/16,,,read,,,,1,0
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",4,4.10,Ballantine Books,Hardcover,610,1999,1978,,2016/10/16,,,read,,,,1,0
776,"Buddhism Plain and Simple: The Practice of Being Aware, Right Now, Every Day",Steve Hagen,"Hagen, Steve",,"=""0767903323""","=""9780767903325""",5,4.04,Broadway Books,Paperback,165,1998,1997,,2016/10/16,,,read,,,,1,0
3833550,"The War Against the Chtorr, Book 2: A day for damnation",David Gerrold,"Gerrold, David",,"=""0671492586""","=""9780671492588""",5,4.09,Distributed by Simon and Schuster,Paperback,382,1984,1984,,2016/10/15,,,read,,,,1,0
821439,A Matter for Men (War Against the Chtorr #1),David Gerrold,"Gerrold, David",,"=""0553277820""","=""9780553277821""",5,4.06,Bantam Spectra,Mass Market Paperback,435,1989,1983,,2016/10/15,,,read,,,,1,0
71381,Eine Billion Dollar,Andreas Eschbach,"Eschbach, Andreas",,"=""3785720491""","=""9783785720493""",4,4.09,Bastei Lübbe,Paperback,887,2001,2001,,2016/10/15,,,read,,,,1,0
78129,"Killing Floor (Jack Reacher, #1)",Lee Child,"Child, Lee",,"=""0515141429""","=""9780515141429""",4,4.07,Jove,Mass Market Paperback,474,2006,1997,,2016/10/15,,,read,,,,1,0
30211601,Das Erbe des Greifen: Die Lytar-Chronik 2,Richard Schwartz,"Schwartz, Richard",,"=""""","=""""",4,4.39,Piper ebooks,Kindle Edition,525,2016,2008,,2016/10/15,,,read,,,,1,0
28007520,Die Krone von Lytar (Die Lytar-Chronik #1),Richard Schwartz,"Schwartz, Richard",,"=""349228051X""","=""9783492280518""",4,3.84,Piper Taschenbuch,Paperback,558,2016,2007,,2016/10/15,,,read,,,,1,0
19460766,"Die Macht der Alten (Die Götterkriege, #6)",Richard Schwartz,"Schwartz, Richard",,"=""3492269192""","=""9783492269193""",3,4.39,Piper Taschenbuch,Paperback,534,2015,2014,,2016/10/15,,,read,,,,1,0
17617934,"Die Festung der Titanen (Die Götterkriege, #4)",Richard Schwartz,"Schwartz, Richard",,"=""3492268846""","=""9783492268844""",4,4.41,Piper Verlag,Paperback,400,2013,2013,,2016/10/15,,,read,,,,1,0
17997849,"Der Inquisitor von Askir (Die Götterkriege, #5)",Richard Schwartz,"Schwartz, Richard",,"=""3492269664""","=""9783492269667""",3,4.49,Piper Verlag,Paperback,575,2014,2014,,2016/10/15,,,read,,,,1,0
11372276,"Die weiße Flamme (Die Götterkriege, #2)",Richard Schwartz,"Schwartz, Richard",,"=""3492268293""","=""9783492268295""",4,4.37,Piper,Paperback,560,2012,2012,,2016/10/15,,,read,,,,1,0
15751990,"Das blutige Land (Die Götterkriege, #3)",Richard Schwartz,"Schwartz, Richard",,"=""3492268307""","=""9783492268301""",2,4.48,Piper,Paperback,680,2012,2012,,2016/10/15,,,read,,,,1,0
6422308,"Die Eule von Askir (Das Geheimnis von Askir, #5.5)",Richard Schwartz,"Schwartz, Richard",,"=""3492266746""","=""9783492266741""",2,4.43,Piper,Paperback,429,2009,2009,,2016/10/15,,,read,,,,1,0
6583385,"Die Feuerinseln (Das Geheimnis von Askir, #5)",Richard Schwartz,"Schwartz, Richard",,"=""3492266754""","=""9783492266758""",3,4.36,Piper,Paperback,541,2009,2009,,2016/10/15,,,read,,,,1,0
8506799,"Die Rose von Illian (Die Götterkriege, #1)",Richard Schwartz,"Schwartz, Richard",,"=""3492267572""","=""9783492267571""",2,4.34,Piper,Paperback,626,2011,2011,,2016/10/15,,,read,,,,1,0
2754910,"Der Herr der Puppen (Das Geheimnis von Askir, #4)",Richard Schwartz,"Schwartz, Richard",,"=""3492266665""","=""9783492266666""",4,4.38,Piper Taschenbuch,Paperback,432,2008,2008,,2016/10/15,,,read,,,,1,0
7750692,"Der Kronrat (Das Geheimnis von Askir, #7)",Richard Schwartz,"Schwartz, Richard",,"=""349226722X""","=""9783492267229""",4,4.45,Piper,Paperback,542,2010,2010,,2016/10/15,,,read,,,,1,0
3279109,"Das Auge der Wüste (Das Geheimnis von Askir, #3)",Richard Schwartz,"Schwartz, Richard",,"=""3492266320""","=""9783492266321""",4,4.36,Piper,Paperback,367,2007,2007,,2016/10/15,,,read,,,,1,0
3279101,"Die Zweite Legion (Das Geheimnis von Askir, #2)",Richard Schwartz,"Schwartz, Richard",,"=""3492266290""","=""9783492266291""",4,4.31,Piper,Paperback,431,2008,2007,,2016/10/15,,,read,,,,1,0
1030905,Der König der purpurnen Stadt,Rebecca Gablé,"Gablé, Rebecca",,"=""3404152182""","=""9783404152186""",3,4.40,Luebbe Verlagsgruppe,Paperback,960,2004,2001,2016/09/15,2016/10/15,,,read,,,,1,0
4279554,"Sturm über roten Wassern (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,"=""3453531132""","=""9783453531130""",4,4.24,Heyne,Paperback,944,2008,2007,2015/10/19,2015/10/19,,,read,,,,1,0
3227063,"The Way of Shadows (Night Angel, #1)",Brent Weeks,"Weeks, Brent",,"=""0316033677""","=""9780316033671""",4,4.15,Orbit,Mass Market Paperback,645,2008,2008,,2015/08/08,,,read,,,,1,0
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",5,4.40,HarperTorch,Mass Market Paperback,394,2005,2004,,2015/08/08,,,read,,,,1,0
64216,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",5,4.33,HarperTorch,Mass Market Paperback,376,2001,1989,,2015/08/08,,,read,,,,1,0
24870,"The Masterharper of Pern (Pern, #14)",Anne McCaffrey,"McCaffrey, Anne",,"=""0552142743""","=""9780552142748""",4,4.25,Corgi,Paperback,463,1999,1998,,2015/08/08,,,read,,,,1,0
28541,"Dragonsong (Harper Hall, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""141692499X""","=""9781416924999""",5,4.25,Aladdin Paperbacks,Paperback,192,2003,1976,,2015/08/08,,,read,,,,1,0
1103140,Anne McCaffrey's Dragonflight #3,Brynne Stephens,"Stephens, Brynne","Lela Dowling, Fred Von Tobel, Anne McCaffrey","=""1560600764""","=""9781560600763""",5,4.53,Eclipse Books,Graphic Novel,0,1991,1993,,2015/08/08,,,read,,,,1,0
61975,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,"McCaffrey, Anne",,"=""0345484266""","=""9780345484260""",4,4.09,Del Rey,Paperback,299,2005,1968,,2015/08/08,,,read,,,,1,0
673252,Anne McCaffrey's Dragonflight #1,Brynne Stephens,"Stephens, Brynne","Anne McCaffrey, Lela Dowling, Cynthia Martin","=""1560601760""","=""9781560601760""",4,4.45,Eclipse Books,Graphic Novel,136,1993,1991,,2015/08/08,,,read,,,,1,0
4407,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",3,4.11,Headline Review,Paperback,635,2005,2001,,2015/08/08,,,read,,,,1,0
1739740,Die Angst des Tormanns beim Elfmeter,Peter Handke,"Handke, Peter",,"=""3937793143""","=""9783937793146""",3,3.18,Süddeutsche Zeitung / Bibliothek,Hardcover,106,2004,1970,2015/08/02,2015/06/11,,,read,,,,1,0
13202092,Eat & Run: My Unlikely Journey to Ultramarathon Greatness,Scott Jurek,"Jurek, Scott",Steve Friedman,"=""0547569653""","=""9780547569659""",4,4.02,Houghton Mifflin Harcourt,Hardcover,272,2012,2012,2015/02/03,2015/06/04,,,read,,,,1,0
23361321,"Die Stürme des Zorns (Die Sturmlicht-Chroniken, #2.2)",Brandon Sanderson,"Sanderson, Brandon",,"=""3453267486""","=""9783453267480""",4,4.82,Heyne,Hardcover,768,2015,2014,2015/06/01,2015/05/10,,,read,,,,1,0
28877,"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,"Harris, Thomas",,"=""""","=""""",4,4.05,Dutton,Hardcover,454,2000,1981,,2015/05/09,,,read,,,,1,0
17034242,"Die Gefährten (Der Herr der Ringe, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.",Margaret Carroux,"=""""","=""""",5,4.39,Hobbit Presse Klett-Cotta,Paperback,491,1979,1954,,2015/05/09,,,read,,,,1,0
17034856,"Die zwei Türme (Der Herr der Ringe, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.",Margaret Carroux,"=""3129081909""","=""9783129081907""",5,4.48,Klett-Cotta,Paperback,406,1979,1954,,2015/05/09,,,read,,,,1,0
3124800,"Die Rückkehr des Königs (Der Herr der Ringe, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Margaret Carroux,"=""312908200X""","=""9783129082003""",5,4.56,Hobbit Presse/Klett-Cotta,Paperback,360,1979,1955,,2015/05/09,,,read,,,,1,0
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",4,4.41,Crown,Hardcover,384,2014,2011,,2015/05/09,,,read,,,,1,0
10870957,Die letzte Kolonie,John Scalzi,"Scalzi, John",,"=""""","=""""",4,4.09,Heyne Verlag,Kindle Edition,,2009,2007,,2015/05/09,,,read,,,,1,0
2638123,"Krieg der Klone (Krieg der Klone, #1)",John Scalzi,"Scalzi, John",Bernhard Kempen,"=""3453522672""","=""9783453522671""",5,4.23,Heyne,Paperback,432,2007,2005,,2015/05/09,,,read,,,,1,0
22740565,"Die letzte Einheit (Krieg der Klone, #5)",John Scalzi,"Scalzi, John",,"=""3453315162""","=""9783453315167""",4,4.08,Heyne,Paperback,624,2013,2013,,2015/05/09,,,read,,,,1,0
18962395,"Die sonderbare Buchhandlung des Mr. Penumbra (Mr. Penumbra's 24-Hour Bookstore, #1)",Robin Sloan,"Sloan, Robin",Ruth Keen,"=""3896674803""","=""9783896674807""",4,3.73,Blessing,Hardcover,351,2014,2012,2015/03/09,2015/05/09,,,read,"Ich mochte die Kombination aus geheimnissvolle Geschichte, Rätsel und Big Data á la Google.",,,1,0
10238591,"Das Erbe der Macht (Eragon, #4)",Christopher Paolini,"Paolini, Christopher",Michaela Link,"=""""","=""9783570138168""",3,4.13,cbj,Hardcover,959,2011,2011,2015/05/09,2015/05/09,,,read,,,,1,0
17855293,"Die seufzende Wendeltreppe (Lockwood & Co., #1)",Jonathan Stroud,"Stroud, Jonathan","Katharina Orgaß, Gerald Jung","=""""","=""9783570156179""",4,4.24,cbj,Hardcover,412,2013,2013,2015/05/09,2015/05/09,,,read,,,,1,0
