Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
45837836,Das Spiel des Barden,Kevin Hearne,"Hearne, Kevin",,"=""""","=""""",5,4.06,Knaur TB,Paperback,816,2019,2017,2019/10/20,2019/10/20,,,read,,,,1,0
11420997,"Die Furcht des Weisen 1 (Die Königsmörder-Chronik, #2.1)",Patrick Rothfuss,"Rothfuss, Patrick","Jochen Schwarzer, Wolfram Ströle","=""""","=""9783608938166""",5,4.53,Klett-Cotta,Hardcover,860,2011,2011,,2019/10/20,,,read,,,,1,0
1491119,"Rumo & Die Wunder im Dunkeln (Zamonien, #3)",Walter Moers,"Moers, Walter",,"=""3492241778""","=""9783492241779""",3,4.50,Piper,Paperback,693,2004,2003,,2019/10/20,,,read,,,,1,0
2923472,"Die Lügen des Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""3453530918""","=""9783453530911""",5,4.30,Heyne,Paperback,847,2007,2006,,2019/10/20,,,read,,,,1,0
17824944,"Die Republik der Diebe (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",Ingrid Herrmann-Nytko,"=""""","=""9783453531949""",4,4.22,Heyne,Paperback,941,2014,2013,,2019/10/20,,,read,,,,1,0
10137823,"The Rithmatist (Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765320320""","=""9780765320322""",4,4.25,Tor Teen,Hardcover,378,2013,2013,,2019/10/20,,,read,,,,1,0
7305379,"Am Rande der Schatten (Night Angel, #2)",Brent Weeks,"Weeks, Brent",Hans Link,"=""3442266297""","=""9783442266296""",4,4.25,Blanvalet,Paperback,704,2010,2008,,2019/10/20,,,read,,,,1,0
25466761,Fettlogik überwinden,Nadja  Hermann,"Hermann, Nadja",Julia Hermel,"=""""","=""""",5,4.15,Kindle Direct Publishing,Kindle Edition,300,2015,2016,,2019/10/20,,,read,,,,1,0
35119275,"Die Herrscher der drei Reiche (Die Zauberschiffe, #6)",Robin Hobb,"Hobb, Robin",Matthias Lühn,"=""""","=""""",5,4.49,Ronin - Hörverlag,Audiobook,19,2017,2000,,2019/10/20,,,read,,,,1,0
33804964,"Viviaces Erwachen (Die Zauberschiffe, #2)",Robin Hobb,"Hobb, Robin",Matthias Lühn,"=""""","=""""",5,4.26,Ronin - Hörverlag,Audiobook,20,2017,1998,,2019/10/20,,,read,,,,1,0
35055853,"Die Stunde des Piraten (Die Zauberschiffe, #4)",Robin Hobb,"Hobb, Robin",Matthias Lühn,"=""""","=""""",4,4.36,Ronin - Hörverlag,Audiobook,14,2017,1999,,2019/10/20,,,read,,,,1,0
17235112,Der Ring der Händler. Viviaces Erwachen. Die Zauberschiffe 01 + 02,Robin Hobb,"Hobb, Robin",,"=""3442244390""","=""""",5,4.20,Blanvalet,Paperback,1024,2007,1998,,2019/10/20,,,read,,,,1,0
45888377,Der blinde Krieger (Zauberschiffe 3),Robin Hobb,"Hobb, Robin",,"=""3946349765""","=""9783946349761""",5,4.33,Audiopool Hoerbuchverlag,CD-ROM,,2018,,,2019/10/20,,,read,,,,1,0
6667916,"Metro 2034 (Metro, #2)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",M. David Drevs,"=""3453533011""","=""9783453533011""",3,3.50,Heyne,Paperback,526,2009,2009,,2019/10/20,,,read,,,,1,0
17274667,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",,"=""1481845705""","=""9781481845700""",5,4.01,Gollancz,Paperback,458,2013,2002,,2019/10/20,,,read,,,,1,0
36127666,"Die Prüfung (Nevernight, #1)",Jay Kristoff,"Kristoff, Jay","Robert      Frank, Kirsten Borchardt","=""3839815827""","=""9783839815823""",5,4.23,Argon Verlag Gmbh,Audio CD,,2017,2016,,2019/10/20,,,read,,,,1,0
39888377,"Das Spiel (Nevernight, #2)",Jay Kristoff,"Kristoff, Jay",Kirsten Borchardt,"=""3104902925""","=""""",4,4.47,FISCHER TOR,Kindle Edition,701,2018,2017,,2019/10/20,,,read,,,,1,0
902624,Eine kurze Geschichte von fast allem,Bill Bryson,"Bryson, Bill",,"=""3442460719""","=""9783442460717""",5,4.21,Goldmann,Paperback,667,2005,2003,,2019/10/20,,,read,,,,1,0
26218219,Der Thron der Finsternis (Demon-Zyklus #4),Peter V. Brett,"Brett, Peter V.",Ingrid Herrmann-Nytko,"=""""","=""""",4,4.13,Heyne,Kindle Edition,1025,2015,2015,2019/05/21,2018/09/01,,,read,,,,1,0
36256244,"Rebellion (The First Empire, #1)",Michael J. Sullivan,"Sullivan, Michael J.",Oliver Siebeck,"=""""","=""""",4,4.23,Audible GmbH,Audiobook,,2017,2016,,2019/10/20,,,read,,,,1,0
42599001,Das kalte Reich des Silbers,Naomi Novik,"Novik, Naomi",,"=""364123560X""","=""9783641235604""",3,4.21,cbj,Kindle Edition,577,2019,2018,2019/10/20,2019/05/24,,,read,,,,1,0
8029973,"Your Story (The Dresden Files Roleplaying Game, #1)",Leonard Balsera,"Balsera, Leonard","Jim Butcher, Genevieve Cogman, Rob Donoghue, Fred Hicks, Kenneth Hite, Ryan Macklin, Chad Underkoffler, Clark Valentine","=""0977153479""","=""9780977153473""",4,4.25,Evil Hat Productions,Hardcover,416,2010,2010,,2019/10/08,,,read,,,,1,0
44148177,Monsterjäger: Die Eisraben-Chroniken 2,Richard Schwartz,"Schwartz, Richard",,"=""""","=""""",4,4.49,Piper ebooks,Kindle Edition,520,2019,2019,,2019/05/24,,,read,,,,1,0
43768160,Die Dynastie der Maschinen: Roman (German Edition),Daniel H. Wilson,"Wilson, Daniel H.",Oliver Plaschka,"=""""","=""""",0,3.66,Knaur Taschenbuch,Kindle Edition,416,2019,2017,,2019/06/03,to-read,to-read (#23),to-read,,,,0,0
40208446,"Fauler Zauber (Derkholm, #1)",Diana Wynne Jones,"Jones, Diana Wynne",Eva Bauche-Eppers,"=""342652290X""","=""9783426522905""",0,4.11,Knaur,Paperback,480,2019,1998,,2019/06/03,to-read,to-read (#22),to-read,,,,0,0
35015413,"Die Gabe der Könige (Die Chronik der Weitseher, #1)",Robin Hobb,"Hobb, Robin",Eva Bauche-Eppers,"=""""","=""""",4,4.18,Penhaligon Verlag,Paperback,608,2017,1995,2019/05/21,2019/05/21,,,read,,,,1,0
39714124,"Empire of Sand (The Books of Ambha, #1)",Tasha Suri,"Suri, Tasha",,"=""""","=""""",0,3.82,Orbit,Kindle Edition,393,2018,2018,,2019/05/21,to-read,to-read (#21),to-read,,,,0,0
43375416,"Der Galgen von Tyburn (Peter Grant, #6)",Ben Aaronovitch,"Aaronovitch, Ben",Christine Blum,"=""""","=""""",0,4.22,dtv Verlagsgesellschaft,Kindle Edition,416,2017,2016,,2019/05/21,to-read,to-read (#20),to-read,,,,0,0
42197003,Fingerhut-Sommer: Roman (Die Flüsse-von-London-Reihe (Peter Grant) 5) (German Edition),Ben Aaronovitch,"Aaronovitch, Ben",Christine Blum,"=""""","=""""",0,4.20,dtv Verlagsgesellschaft,Kindle Edition,406,2015,2014,,2019/05/21,to-read,to-read (#19),to-read,,,,0,0
42196999,Der böse Ort (Die Flüsse-von-London-Reihe (Peter Grant) #4),Ben Aaronovitch,"Aaronovitch, Ben",Christine Blum,"=""""","=""""",0,4.17,dtv Verlagsgesellschaft,Kindle Edition,395,2014,2013,,2019/05/21,to-read,to-read (#18),to-read,,,,0,0
41842783,Ein Wispern unter Baker Street: Roman (Die Flüsse-von-London-Reihe #3),Ben Aaronovitch,"Aaronovitch, Ben",Christine Blum,"=""""","=""""",4,4.15,dtv Verlagsgesellschaft,Kindle Edition,430,2013,2012,,2019/05/21,,,read,,,,1,0
42193232,Schwarzer Mond über Soho (Die Flüsse-von-London #2),Ben Aaronovitch,"Aaronovitch, Ben",Christine Blum,"=""3423413166""","=""""",4,4.09,dtv Verlagsgesellschaft,Kindle Edition,408,2012,2011,,2019/05/21,,,read,,,,1,0
11427927,Die Flüsse von London (Die Flüsse-von-London-Reihe #1),Ben Aaronovitch,"Aaronovitch, Ben",Karlheinz Dürr,"=""3423213418""","=""9783423213417""",4,3.87,Deutscher Taschenbuch Verlag,Paperback,478,2012,2011,,2019/05/21,,,read,,,,1,0
41216210,Die Unsterblichen,Chloe  Benjamin,"Benjamin, Chloe","Norbert Möllemann, Charlotte Breuer","=""""","=""""",0,3.71,btb,Kindle Edition,480,2018,2018,,2018/08/30,to-read,to-read (#15),to-read,,,,0,0
6736971,"The Desert Spear (Demon Cycle, #2)",Peter V. Brett,"Brett, Peter V.",,"=""0345503813""","=""9780345503817""",4,4.21,Del Rey,Hardcover,579,2010,2010,,2018/08/30,,,read,,,,1,0
6474092,"Das Lied der Dunkelheit (Demon Cycle, #1)",Peter V. Brett,"Brett, Peter V.",Ingrid Herrmann-Nytko,"=""""","=""9783453524767""",5,4.25,Heyne,Paperback,797,2009,2008,,2015/06/01,,,read,,,,1,0
3409176,Der deutsche Science-Fiction-Film - Annäherungen an ein vernachlässigtes Genre,Bernd Perplies,"Perplies, Bernd",,"=""3638451879""","=""""",0,0.0,GRIN,ebook,,,2003,,2018/08/30,to-read,to-read (#16),to-read,,,,0,0
33013296,Phantastische Tierwesen und wo sie zu finden sind: Das Originaldrehbuch,J.K. Rowling,"Rowling, J.K.",Anja Hansen-Schmidt,"=""3551556946""","=""9783551556943""",0,4.18,Carlsen,Hardcover,304,2017,2016,,2018/08/30,to-read,to-read (#12),to-read,,,,0,0
32828924,Die Mutter aller Stürme,John Barnes,"Barnes, John",Martin Gilbert,"=""3453109066""","=""9783453109063""",0,3.73,"Wilhelm Heyne Verlag, München",Mass Market Paperback,732,1996,1994,,2018/08/30,to-read,to-read (#13),to-read,,,,0,0
34671630,Phantastische Tierwesen und wo sie zu finden sind: Harry Potter Hogwarts Schulbücher (German Edition),Newt Scamander,"Scamander, Newt","J.K. Rowling, Klaus Fritz","=""""","=""""",0,3.96,Pottermore Publishing,Kindle Edition,111,2017,2001,,2018/08/30,to-read,to-read (#11),to-read,,,,0,0
38191259,"Der Totengräbersohn 3 (Der Totengräbersohn, #3)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",4,4.48,www.samfeuerbach.de,Kindle Edition,418,2018,,,2018/05/03,,,read,,,,1,0
35440993,"Der Totengräbersohn 2 (Der Totengräbersohn, #2)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",4,4.45,www.samfeuerbach.de,Kindle Edition,403,2017,,,2018/05/03,,,read,,,,1,0
23120002,"Das Lied des Blutes (Rabenschatten, #1)",Anthony Ryan,"Ryan, Anthony","Sara Riffel, Hannes Riffel","=""3608939253""","=""9783608939255""",4,4.42,Klett-Cotta,Hardcover,775,2014,2011,2017/01/08,2017/01/08,,,read,,,,2,0
36276327,"The Broken Vow (Spill Zone, #2)",Scott Westerfeld,"Westerfeld, Scott","Alex Puvilland, Hilary Sycamore","=""1626721505""","=""9781626721500""",0,3.83,First Second,Hardcover,223,2018,2018,,2018/07/20,to-read,to-read (#10),to-read,,,,0,0
30634480,"Hüter der Schatten (Die Fengard Chroniken, #1)",Janine Hofeditz,"Hofeditz, Janine",,"=""""","=""""",3,3.70,,Kindle Edition,397,2016,,,2018/06/10,,,read,,,,1,0
31365481,"Frostflamme (Die Chroniken der Sphaera, #1)",Christopher Husberg,"Husberg, Christopher",,"=""3426519208""","=""9783426519202""",3,3.74,Knaur,Paperback,704,2016,2016,2018/06/09,2018/05/03,,,read,,,,1,0
31675259,Der Fluch des Wüstenfeuers,Andrea Bottlinger,"Bottlinger, Andrea",,"=""3608960279""","=""9783608960273""",0,3.75,Klett-Cotta,Paperback,367,2016,,,2018/05/03,to-read,to-read (#9),to-read,,,,0,0
36216607,"QualityLand (QualityLand, #1)",Marc-Uwe Kling,"Kling, Marc-Uwe",,"=""3550050232""","=""9783550050237""",4,4.12,Ullstein,Hardcover,384,2018,2017,,2018/05/03,,,read,,,,1,0
17985585,Drachentrommeln,Anne McCaffrey,"McCaffrey, Anne",Birgit Reß-Bohusch,"=""3453309324""","=""""",5,4.10,Heyne,Paperback,238,1994,1979,,2015/08/08,,,read,,,,2,0
34630305,"Der Totengräbersohn 1 (Der Totengräbersohn, #1)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",5,4.20,,Kindle Edition,396,2017,,,2018/05/03,,,read,,,,1,0
25972177,"The Waking Fire (The Draconis Memoria, #1)",Anthony Ryan,"Ryan, Anthony",,"=""0356506398""","=""9780356506395""",3,4.05,Orbit,Hardcover,592,2016,2016,,2018/05/03,,,read,,,,2,0
28941103,Shadowed Souls,Jim Butcher,"Butcher, Jim","Kerrie L. Hughes, Seanan McGuire, Kevin J. Anderson, Rob Thurman, Tanya Huff, Kat Richardson, Jim C. Hines, Anton Strout, Lucy A. Snyder, Kristine Kathryn Rusch, Erik Scott de Bie","=""0451474996""","=""9780451474995""",3,3.79,Roc,Paperback,338,2016,2016,,2017/05/06,,,read,,,,1,0
9269901,"Für die Krone (Magierdämmerung, #1)",Bernd Perplies,"Perplies, Bernd",,"=""3802582640""","=""9783802582646""",3,3.67,Lyx,Paperback,448,2010,2010,,2017/05/06,,,read,,,,1,0
19486421,"Skin Game (The Dresden Files, #15)",Jim Butcher,"Butcher, Jim",,"=""0451464397""","=""9780451464392""",4,4.56,Roc,Hardcover,454,2014,2014,,2017/01/08,,,read,,,,1,0
2637138,Welcome to the Jungle,Jim Butcher,"Butcher, Jim",Ardian Syaf,"=""0345507460""","=""9780345507464""",4,4.10,Del Rey/Dabel Brothers,Hardcover,168,2008,2008,,2017/01/08,,,read,,,,1,0
18775169,"Monster Hunter Nemesis (Monster Hunter International, #5)",Larry Correia,"Correia, Larry",,"=""1476736553""","=""9781476736556""",4,4.38,Baen,Hardcover,368,2014,2014,,2017/01/08,,,read,,,,1,0
12398719,"Invincible (The Lost Fleet: Beyond the Frontier, #2)",Jack Campbell,"Campbell, Jack",,"=""1937007456""","=""9781937007454""",3,4.12,Ace,Hardcover,389,2012,2012,,2017/01/08,,,read,,,,1,0
31348123,Galaktische Mission,John Scalzi,"Scalzi, John",Bernhard Kempen,"=""""","=""""",4,3.99,Heyne Verlag,Kindle Edition,497,2016,2015,,2017/01/08,to-read,to-read (#1),to-read,,,,0,0
16180352,"The B-Team (The Human Division, #1)",John Scalzi,"Scalzi, John",,"=""1466830514""","=""9781466830516""",4,4.09,Tor Books,ebook,93,2013,2013,,2017/01/08,,,read,,,,1,0
6761812,Von Lust und Last literarischen Schreibens. Ein Blick in die Werkstatt deutscher Schriftsteller.,Klaus Modick,"Modick, Klaus",Helmut Mörchen,"=""3821808888""","=""9783821808888""",3,3.00,Eichborn,Paperback,,2001,,,2016/01/31,,,read,,,,1,0
25823197,S.- Das Schiff des Theseus,J.J. Abrams,"Abrams, J.J.","Doug Dorst, Tobias Schnettler, Bert Schröder","=""3462047264""","=""9783462047264""",4,3.87,Kiepenheuer & Witsch,Hardcover,544,2015,2013,2018/03/28,2017/01/08,,,read,,,,1,0
1887018,"Das Erste Horn (Das Geheimnis von Askir, #1)",Richard Schwartz,"Schwartz, Richard",,"=""3492266061""","=""9783492266062""",5,4.14,Piper,Paperback,398,2008,2006,,2017/05/06,,,read,,,,1,0
29490414,"Der Herr des Turmes (Rabenschatten, #2)",Anthony Ryan,"Ryan, Anthony","Detlef Bierstedt, Hannes Riffel, Birgit Maria Pfaffinger","=""3837132323""","=""9783837132328""",4,4.17,Random House Audio,MP3 CD,31,2015,2014,,2016/10/15,,,read,,,,1,0
30319750,"Die Königin der Flammen (Rabenschatten, #3)",Anthony Ryan,"Ryan, Anthony","Sara Riffel, Birgit Maria Pfaffinger","=""3608960198""","=""9783608960198""",3,3.70,Klett-Cotta,Hardcover,880,2016,2015,2017/02/06,2016/10/15,,,read,,,,1,0
1778693,"King's Property (Queen of the Orcs, #1)",Morgan Howell,"Howell, Morgan",,"=""0345496507""","=""9780345496508""",0,3.71,Del Rey,Mass Market Paperback,336,2007,2007,,2017/01/31,to-read,to-read (#8),to-read,,,,0,0
30177228,"Das Flammende Phantom (Lockwood & Co., #4)",Jonathan Stroud,"Stroud, Jonathan",,"=""3570159647""","=""9783570159644""",4,4.52,cbj,Hardcover,512,2016,2016,,2017/01/13,,,read,,,,1,0
26114340,"The Curse of Tenth Grave (Charley Davidson, #10)",Darynda Jones,"Jones, Darynda",,"=""1250078199""","=""9781250078193""",0,4.38,St. Martin's Press,Hardcover,342,2016,2016,,2017/01/09,to-read,to-read (#7),to-read,,,,0,0
25776210,"Fire Touched (Mercy Thompson, #9)",Patricia Briggs,"Briggs, Patricia",,"=""0425256766""","=""9780425256763""",0,4.38,Ace,Hardcover,342,2016,2016,,2017/01/09,to-read,to-read (#6),to-read,,,,0,0
20764879,"A Gathering of Shadows (Shades of Magic, #2)",V.E. Schwab,"Schwab, V.E.",,"=""0765376474""","=""9780765376473""",0,4.23,Tor,Hardcover,512,2016,2016,,2017/01/09,to-read,to-read (#5),to-read,,,,0,0
2760772,Es,Stephen King,"King, Stephen",Alexandra von Reinhardt,"=""345302253X""","=""9783453022539""",5,4.25,Heyne,Paperback,860,1996,1986,,2017/01/09,,,read,,,,1,0
12680,Cujo,Stephen King,"King, Stephen",,"=""3404130359""","=""9783404130351""",4,3.77,Bastei Lübbe Verlag,Paperback,351,1987,1981,,2017/01/09,,,read,,,,1,0
9361589,The Night Circus,Erin Morgenstern,"Morgenstern, Erin",,"=""""","=""9780385534635""",0,4.02,Doubleday,Hardcover,400,2011,2011,,2017/01/09,to-read,to-read (#4),to-read,,,,0,0
13496,A Game of Thrones,George R.R. Martin,"Martin, George R.R.",,"=""0553588486""","=""9780553588484""",3,4.44,Bantam,Mass Market Paperback,835,2005,1996,2009/01/09,2017/01/09,,,read,,,,1,0
11771,Das Hotel New Hampshire,John Irving,"Irving, John",Hans Hermann,"=""3257211945""","=""9783257211948""",3,3.92,Diogenes Verlag ,Paperback,597,1984,1981,1989/01/09,2017/01/09,,,read,,,,1,0
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",4,4.49,Corgi,Paperback,480,2011,2002,,2017/01/08,,,read,,,,1,0
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.56,Gollancz,Hardcover,896,,,,2017/01/08,to-read,to-read (#3),to-read,,,,0,0
24683898,"The Death of Dulgath (The Riyria Chronicles, #3)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""1943363005""","=""9781943363001""",4,4.38,"Riyria Enterprises, LLC",Paperback,448,2015,2015,,2017/01/08,,,read,,,,1,0
17163514,"The Rose and the Thorn (The Riyria Chronicles, #2)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""0356502287""","=""9780356502281""",3,4.40,Orbit,Paperback,347,2013,2013,,2017/01/08,,,read,,,,1,0
16043804,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""031624371X""","=""9780316243711""",4,4.33,Orbit ,Paperback,384,2013,2013,,2017/01/08,,,read,,,,1,0
927979,"Small Favor (The Dresden Files, #10)",Jim Butcher,"Butcher, Jim",,"=""0451461894""","=""9780451461896""",4,4.43,Roc,Hardcover,545,2008,2008,,2017/01/08,,,read,,,,1,0
346087,"Captain's Fury (Codex Alera, #4)",Jim Butcher,"Butcher, Jim",,"=""0441015271""","=""9780441015276""",4,4.37,Ace Hardcover,Hardcover,451,2007,2007,,2017/01/08,,,read,,,,1,0
29394,"Cursor's Fury (Codex Alera, #3)",Jim Butcher,"Butcher, Jim",,"=""0441014348""","=""9780441014347""",4,4.36,Ace Hardcover,Hardcover,442,2006,2006,,2017/01/08,,,read,,,,1,0
6316821,"First Lord's Fury (Codex Alera, #6)",Jim Butcher,"Butcher, Jim",,"=""044101769X""","=""9780441017690""",5,4.39,Ace,Hardcover,465,2009,2009,,2017/01/08,,,read,,,,1,0
2903736,"Princeps' Fury (Codex Alera, #5)",Jim Butcher,"Butcher, Jim",,"=""0441016383""","=""9780441016389""",5,4.37,Ace,Hardcover,386,2008,2008,,2017/01/08,,,read,,,,1,0
133664,"Academ's Fury (Codex Alera, #2)",Jim Butcher,"Butcher, Jim",,"=""0441013406""","=""9780441013401""",4,4.26,Ace,Paperback,702,2010,2005,,2017/01/08,,,read,,,,1,0
29396,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,"Butcher, Jim",,"=""044101268X""","=""9780441012688""",4,4.13,Ace,Paperback,688,2005,2004,,2017/01/08,,,read,,,,1,0
3475161,"Turn Coat (The Dresden Files, #11)",Jim Butcher,"Butcher, Jim",,"=""0451462564""","=""9780451462565""",4,4.44,Roc,Hardcover,418,2009,2009,,2017/01/08,,,read,,,,1,0
8058301,"Ghost Story (The Dresden Files, #13)",Jim Butcher,"Butcher, Jim",James Marsters,"=""045146379X""","=""9780451463791""",4,4.25,Roc Hardcover,Hardcover,481,2011,2011,,2017/01/08,,,read,,,,1,0
91475,"White Night (The Dresden Files, #9)",Jim Butcher,"Butcher, Jim",,"=""0451461401""","=""9780451461407""",5,4.38,Roc Hardcover,Hardcover,407,2007,2007,,2017/01/08,,,read,,,,1,0
91474,"Proven Guilty (The Dresden Files, #8)",Jim Butcher,"Butcher, Jim",,"=""0451461037""","=""9780451461032""",4,4.39,Ace,Paperback,547,2007,2006,,2017/01/08,,,read,,,,1,0
17683,"Dead Beat (The Dresden Files, #7)",Jim Butcher,"Butcher, Jim",,"=""045146091X""","=""9780451460912""",4,4.41,Ace,Mass Market Paperback,517,2006,2005,,2017/01/08,,,read,,,,1,0
13262782,Under My Hat: Tales from the Cauldron,Jonathan Strahan,"Strahan, Jonathan","Diana Peterfreund, Frances Hardinge, Garth Nix, Holly Black, Charles de Lint, Tanith Lee, Neil Gaiman, Ellen Klages, Ellen Kushner, Delia Sherman, Patricia A. McKillip, Tim Pratt, M. Rickert, Isobelle Carmody, Jane Yolen, Jim Butcher, Peter S. Beagle, Margo Lanagan","=""0375868305""","=""9780375868306""",0,3.90,Random House Books for Young Readers,Hardcover,424,2012,2012,,2017/01/08,to-read,to-read (#2),to-read,,,,0,0
99383,"Blood Rites (The Dresden Files, #6)",Jim Butcher,"Butcher, Jim",,"=""0451459873""","=""9780451459879""",4,4.30,Ace,Paperback,372,2004,2004,,2017/01/08,,,read,,,,1,0
91479,"Death Masks (The Dresden Files, #5)",Jim Butcher,"Butcher, Jim",,"=""0451459407""","=""9780451459404""",5,4.29,Ace,Mass Market Paperback,432,2003,2003,,2017/01/08,,,read,,,,1,0
91478,"Summer Knight (The Dresden Files, #4)",Jim Butcher,"Butcher, Jim",,"=""0451458923""","=""9780451458926""",5,4.27,Dutton / Signet,Mass Market Paperback,446,2003,2002,,2017/01/08,,,read,,,,1,0
91476,"Grave Peril (The Dresden Files, #3)",Jim Butcher,"Butcher, Jim",,"=""0451458443""","=""9780451458445""",4,4.14,ROC,Paperback,378,2001,2001,,2017/01/08,,,read,,,,1,0
91477,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,"=""0451458125""","=""9780451458124""",4,3.99,Roc,Mass Market Paperback,401,2001,2001,,2017/01/08,,,read,,,,1,0
2534142,"Sturmnacht (Die dunklen Fälle des Harry Dresden, #1)",Jim Butcher,"Butcher, Jim",Jürgen Langowski,"=""342663287X""","=""9783426632871""",5,3.98,Knaur,Paperback,333,2006,2000,,2017/01/08,,,read,,,,1,0
16156292,"Blood of Tyrants (Temeraire, #8)",Naomi Novik,"Novik, Naomi",,"=""0345522893""","=""9780345522894""",3,3.99,Del Rey,Hardcover,432,2013,2013,,2017/01/08,,,read,,,,1,0
7038489,"Tongues of Serpents (Temeraire, #6)",Naomi Novik,"Novik, Naomi",,"=""0345496892""","=""9780345496898""",3,3.75,Del Rey,Hardcover,274,2010,2010,,2017/01/08,,,read,,,,1,0
12069434,"Crucible of Gold (Temeraire, #7)",Naomi Novik,"Novik, Naomi",,"=""0345522869""","=""9780345522863""",4,3.97,Random House,Hardcover,325,2012,2012,,2017/01/08,,,read,,,,1,0
891593,"Victory of Eagles (Temeraire, #5)",Naomi Novik,"Novik, Naomi",,"=""0007256752""","=""9780007256754""",4,4.07,,Paperback,352,2008,2008,,2017/01/08,,,read,,,,1,0
129510,"Empire of Ivory (Temeraire, #4)",Naomi Novik,"Novik, Naomi",,"=""0345496876""","=""9780345496874""",4,3.98,Del Rey,Mass Market Paperback,416,2007,2007,,2017/01/08,,,read,,,,1,0
91989,"Black Powder War (Temeraire, #3)",Naomi Novik,"Novik, Naomi",,"=""0345481305""","=""9780345481306""",3,3.90,Del Rey,Mass Market Paperback,365,2006,2006,,2017/01/08,,,read,,,,1,0
14069,"Throne of Jade (Temeraire, #2)",Naomi Novik,"Novik, Naomi",,"=""0345481291""","=""9780345481290""",4,3.89,Del Rey,Mass Market Paperback,398,2006,2006,,2017/01/08,,,read,,,,1,0
23254108,"Der Weg ins Labyrinth (Magisterium, #1)",Holly Black,"Black, Holly","Cassandra Clare, Anne Brauner","=""3846600040""","=""9783846600047""",2,3.96,One,Hardcover,332,2014,2014,2017/01/08,2017/01/08,,,read,,,,1,0
13051355,"Monster Hunter Legion (Monster Hunter International, #4)",Larry Correia,"Correia, Larry",,"=""1451637969""","=""9781451637960""",4,4.32,Baen,Hardcover,377,2012,2012,2017/01/08,2017/01/08,,,read,,,,1,0
9785225,"Monster Hunter Alpha (Monster Hunter International, #3)",Larry Correia,"Correia, Larry",,"=""1439134588""","=""9781439134580""",4,4.29,Baen,Mass Market Paperback,552,2011,2011,2017/01/08,2017/01/08,,,read,,,,1,0
7683254,"Monster Hunter Vendetta (Monster Hunter International, #2)",Larry Correia,"Correia, Larry",,"=""1439133913""","=""9781439133910""",3,4.26,Baen,Mass Market Paperback,612,2010,2010,2017/01/08,2017/01/08,,,read,,,,1,0
2570856,"Monster Hunter International (Monster Hunter International, #1)",Larry Correia,"Correia, Larry",,"=""0741444569""","=""9780741444561""",4,4.06,Infinity Publishing,Paperback,557,2009,2009,2017/01/08,2017/01/08,,,read,,,,1,0
46465,"The Chemistry of Death (David Hunter, #1)",Simon Beckett,"Beckett, Simon",,"=""0385340044""","=""9780385340045""",4,4.15,Delacorte Press,Hardcover,313,2006,2006,2016/01/08,2017/01/08,,,read,,,,1,0
25429478,Die vielen Leben des Harry August,Claire North,"North, Claire",Eva Bauche-Eppers,"=""3431039308""","=""9783431039306""",5,4.03,Bastei Lübbe,Hardcover,464,2015,2014,,2016/10/15,,,read,,,,1,0
22463760,"Age of Iron (Iron Age, #1)",Angus Watson,"Watson, Angus",,"=""0356502619""","=""9780356502618""",3,3.86,Orbit,Paperback,520,2014,2014,2017/01/08,2016/10/15,,,read,,,,1,0
25374390,"Die Myrnengöttin (Die Krosann-Saga - Königsweg, #1)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",4,4.35,www.samfeuerbach.de,Kindle Edition,397,2015,2015,,2016/10/26,,,read,,,,1,0
23449510,"Die Sanduhr (Die Krosann-Saga - Lehrjahre, #3)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",4,4.36,,Kindle Edition,374,2014,2014,,2016/10/26,,,read,,,,1,0
22838012,"Der Schwertmeister (Die Krosann-Saga - Lehrjahre, #2)",Sam Feuerbach,"Feuerbach, Sam",,"=""""","=""""",4,4.34,,Kindle Edition,419,2014,2014,,2016/10/26,,,read,,,,1,0
